Time,Extension,Load,Strain 2,Tensile strain,Tensile stress
(sec),(mm),(N),(mm/mm),(mm/mm),(MPa)
0.00000,0.00006,0.01467,0.00000,0.00000,0.00018
0.10000,0.00173,4.51187,0.00000,0.00000,0.05544
0.20000,0.00759,33.38077,0.00000,0.00000,0.41020
0.30000,0.01369,43.88328,0.00000,0.00000,0.53926
0.40000,0.01949,51.26426,0.00000,0.00000,0.62997
0.50000,0.02469,56.05709,0.00000,0.00000,0.68886
0.60000,0.03001,62.04218,0.00000,0.00000,0.76241
0.70000,0.03498,67.40274,0.00000,0.00000,0.82829
0.80000,0.04006,72.02274,0.00000,-0.00001,0.88506
0.90000,0.04490,76.62203,0.00000,-0.00001,0.94158
1.00000,0.05004,82.54878,0.00000,-0.00001,1.01441
1.10000,0.05495,88.13143,0.00000,-0.00001,1.08301
1.20000,0.06009,95.46989,0.00000,-0.00002,1.17319
1.30000,0.06493,102.52112,0.00000,-0.00002,1.25984
1.40000,0.07001,110.20920,0.00000,-0.00002,1.35432
1.50000,0.07498,118.42026,0.00000,-0.00002,1.45522
1.60000,0.08012,126.10432,0.00000,-0.00002,1.54965
1.70000,0.08496,134.84800,0.00000,-0.00002,1.65709
1.80000,0.09004,142.46855,0.00000,-0.00002,1.75074
1.90000,0.09495,151.45099,0.00000,-0.00002,1.86112
2.00000,0.10009,160.25128,0.00000,-0.00002,1.96926
2.10000,0.10505,168.94124,0.00000,-0.00003,2.07605
2.20000,0.11001,177.04435,0.00000,-0.00003,2.17563
2.30000,0.11498,185.53784,0.00000,-0.00003,2.28000
2.40000,0.11994,193.48133,0.00000,-0.00003,2.37762
2.50000,0.12502,204.22053,0.00000,-0.00004,2.50959
2.60000,0.12998,215.07130,0.00000,-0.00004,2.64293
2.70000,0.13506,227.72748,0.00000,-0.00004,2.79845
2.80000,0.13991,240.92500,0.00000,-0.00004,2.96063
2.90000,0.14505,255.74078,0.00000,-0.00005,3.14270
3.00000,0.14995,269.53344,0.00000,-0.00004,3.31219
3.10000,0.15515,286.46644,0.00000,-0.00005,3.52027
3.20000,0.15988,302.15362,0.00000,-0.00005,3.71305
3.30000,0.16508,322.06392,0.00000,-0.00005,3.95772
3.40000,0.16992,341.69594,0.00000,-0.00005,4.19897
3.50000,0.17506,364.68052,0.00000,-0.00006,4.48141
3.60000,0.17991,388.52992,0.00000,-0.00005,4.77449
3.70000,0.18505,413.36049,0.00000,-0.00006,5.07962
3.80000,0.18995,439.89667,0.00000,-0.00006,5.40572
3.90000,0.19503,467.36789,0.00000,-0.00006,5.74330
4.00000,0.20000,496.61333,0.00000,-0.00006,6.10269
4.10000,0.20502,527.06683,0.00000,-0.00005,6.47692
4.20000,0.20998,559.85227,0.00000,-0.00005,6.87980
4.30000,0.21500,594.06669,0.00000,-0.00005,7.30025
4.40000,0.22003,631.26432,0.00000,-0.00005,7.75736
4.50000,0.22505,665.49238,0.00000,-0.00005,8.17797
4.60000,0.23001,704.16317,0.00000,-0.00005,8.65318
4.70000,0.23497,742.76421,0.00000,-0.00005,9.12754
4.80000,0.24005,786.33046,0.00000,-0.00005,9.66290
4.90000,0.24502,825.42496,0.00000,-0.00005,10.14332
5.00000,0.25010,871.05902,0.00000,-0.00004,10.70410
5.10000,0.25494,917.15641,0.00000,-0.00004,11.27057
5.20000,0.26008,969.96659,0.00000,-0.00004,11.91954
5.30000,0.26499,1021.63814,0.00000,-0.00003,12.55451
5.40000,0.27013,1076.98198,0.00000,-0.00003,13.23461
5.50000,0.27491,1130.18826,0.00000,-0.00003,13.88844
5.60000,0.28005,1186.99754,0.00000,-0.00002,14.58654
5.70000,0.28490,1243.35457,0.00000,-0.00001,15.27909
5.80000,0.29010,1306.33768,0.00000,0.00000,16.05307
5.90000,0.29494,1365.14772,0.00000,0.00000,16.77576
6.00000,0.30008,1424.53918,0.00000,0.00001,17.50560
6.10000,0.30493,1484.37591,0.00000,0.00001,18.24091
6.20000,0.31001,1547.62669,0.00000,0.00002,19.01817
6.30000,0.31491,1613.47911,0.00000,0.00003,19.82741
6.40000,0.32005,1677.70199,0.00000,0.00004,20.61662
6.50000,0.32496,1743.50049,0.00000,0.00005,21.42519
6.60000,0.32998,1810.66114,0.00000,0.00005,22.25050
6.70000,0.33494,1880.55057,0.00000,0.00007,23.10934
6.80000,0.33996,1947.74978,0.00000,0.00008,23.93513
6.90000,0.34505,2018.42692,0.00000,0.00009,24.80365
7.00000,0.34995,2084.22504,0.00000,0.00010,25.61222
7.10000,0.35503,2156.17847,0.00000,0.00011,26.49643
7.20000,0.35987,2222.69762,0.00000,0.00011,27.31385
7.30000,0.36501,2293.12908,0.00000,0.00013,28.17936
7.40000,0.36992,2355.53663,0.00000,0.00014,28.94626
7.50000,0.37506,2428.70841,0.00000,0.00015,29.84544
7.60000,0.37984,2493.48506,0.00000,0.00015,30.64145
7.70000,0.38504,2561.54314,0.00000,0.00017,31.47779
7.80000,0.38989,2626.22274,0.00000,0.00017,32.27261
7.90000,0.39503,2693.35136,0.00000,0.00019,33.09753
8.00000,0.39987,2758.32526,0.00000,0.00020,33.89597
8.10000,0.40501,2826.92201,0.00000,0.00020,34.73893
8.20000,0.40992,2890.73698,0.00000,0.00022,35.52313
8.30000,0.41506,2956.07038,0.00000,0.00023,36.32598
8.40000,0.41990,3020.68796,0.00000,0.00024,37.12004
8.50000,0.42498,3087.86109,0.00000,0.00025,37.94551
8.60000,0.42989,3151.38213,0.00000,0.00026,38.72609
8.70000,0.43497,3214.31793,0.00000,0.00027,39.49948
8.80000,0.43999,3279.65245,0.00000,0.00028,40.30235
8.90000,0.44501,3342.37553,0.00000,0.00029,41.07313
9.00000,0.44992,3406.31679,0.00000,0.00030,41.85888
9.10000,0.45494,3467.86007,0.00000,0.00031,42.61516
9.20000,0.46002,3531.67243,0.00000,0.00032,43.39933
9.30000,0.46504,3592.17338,0.00000,0.00033,44.14280
9.40000,0.47001,3657.64908,0.00000,0.00034,44.94741
9.50000,0.47491,3715.10945,0.00000,0.00035,45.65351
9.60000,0.47999,3777.51738,0.00000,0.00036,46.42042
9.70000,0.48501,3834.94906,0.00000,0.00037,47.12618
9.80000,0.49009,3898.55914,0.00000,0.00038,47.90785
9.90000,0.49488,3955.48977,0.00000,0.00039,48.60745
10.00000,0.50002,4016.85350,0.00000,0.00040,49.36153
10.10000,0.50486,4073.16424,0.00000,0.00041,50.05351
10.20000,0.51012,4135.60793,0.00000,0.00042,50.82085
10.30000,0.51491,4189.13625,0.00000,0.00043,51.47864
10.40000,0.52005,4249.41033,0.00000,0.00044,52.21933
10.50000,0.52489,4302.54340,0.00000,0.00045,52.87226
10.60000,0.53003,4357.55402,0.00000,0.00046,53.54826
10.70000,0.53494,4407.54369,0.00000,0.00047,54.16256
10.80000,0.54002,4459.77710,0.00000,0.00048,54.80444
10.90000,0.54486,4510.28086,0.00000,0.00049,55.42506
11.00000,0.54994,4560.78239,0.00000,0.00050,56.04565
11.10000,0.55491,4610.79180,0.00000,0.00050,56.66020
11.20000,0.55999,4661.39913,0.00000,0.00051,57.28209
11.30000,0.56495,4714.89616,0.00000,0.00052,57.93950
11.40000,0.56997,4763.49518,0.00000,0.00053,58.53671
11.50000,0.57500,4813.90357,0.00000,0.00054,59.15616
11.60000,0.57996,4860.48236,0.00000,0.00054,59.72855
11.70000,0.58504,4913.87844,0.00000,0.00056,60.38471
11.80000,0.58994,4959.30836,0.00000,0.00056,60.94298
11.90000,0.59497,5010.00807,0.00000,0.00057,61.56601
12.00000,0.59987,5050.13913,0.00000,0.00058,62.05917
12.10000,0.60501,5097.06363,0.00000,0.00058,62.63580
12.20000,0.60985,5138.29179,0.00000,0.00060,63.14244
12.30000,0.61493,5186.60955,0.00000,0.00060,63.73620
12.40000,0.61984,5227.26066,0.00000,0.00061,64.23574
12.50000,0.62504,5274.35914,0.00000,0.00061,64.81452
12.60000,0.62994,5315.85328,0.00000,0.00062,65.32442
12.70000,0.63508,5360.03001,0.00000,0.00063,65.86729
12.80000,0.63993,5399.74645,0.00000,0.00064,66.35535
12.90000,0.64501,5441.75766,0.00000,0.00064,66.87161
13.00000,0.64991,5482.51532,0.00000,0.00065,67.37247
13.10000,0.65505,5525.72571,0.00000,0.00066,67.90346
13.20000,0.65990,5566.62604,0.00000,0.00067,68.40607
13.30000,0.66492,5608.70245,0.00000,0.00067,68.92313
13.40000,0.66988,5649.67580,0.00000,0.00068,69.42664
13.50000,0.67496,5690.99039,0.00000,0.00068,69.93433
13.60000,0.67999,5735.01438,0.00000,0.00069,70.47533
