Time,Extension,Load,Strain 2,Tensile strain,Tensile stress
(sec),(mm),(N),(mm/mm),(mm/mm),(MPa)
0.00000,0.00000,0.02542,0.00000,0.00000,0.00032
0.10000,0.00161,3.95124,0.00000,0.00000,0.04929
0.20000,0.00723,7.90255,0.00000,0.00000,0.09857
0.30000,0.01357,9.79586,0.00000,0.00000,0.12219
0.40000,0.01937,11.99895,0.00000,0.00000,0.14967
0.50000,0.02469,15.65097,0.00000,0.00000,0.19522
0.60000,0.02995,22.19123,0.00000,0.00000,0.27680
0.70000,0.03498,28.54654,0.00000,0.00000,0.35608
0.80000,0.04006,35.03692,0.00000,0.00000,0.43704
0.90000,0.04502,41.95716,0.00000,0.00000,0.52336
1.00000,0.05004,49.97348,0.00000,-0.00001,0.62335
1.10000,0.05501,57.77075,0.00000,-0.00001,0.72061
1.20000,0.05997,64.87106,0.00000,-0.00001,0.80918
1.30000,0.06505,74.30029,0.00000,-0.00001,0.92679
1.40000,0.06995,83.34920,0.00000,-0.00001,1.03967
1.50000,0.07504,92.45781,0.00000,-0.00001,1.15328
1.60000,0.07994,98.82305,0.00000,-0.00001,1.23268
1.70000,0.08514,105.19765,0.00000,-0.00002,1.31220
1.80000,0.08998,111.54932,0.00000,-0.00002,1.39142
1.90000,0.09513,118.49704,0.00000,-0.00002,1.47809
2.00000,0.09997,125.64412,0.00000,-0.00002,1.56724
2.10000,0.10511,135.47344,0.00000,-0.00003,1.68984
2.20000,0.10995,146.30378,0.00000,-0.00003,1.82494
2.30000,0.11509,158.79088,0.00000,-0.00003,1.98070
2.40000,0.11988,170.52772,0.00000,-0.00003,2.12710
2.50000,0.12508,184.15696,0.00000,-0.00003,2.29710
2.60000,0.12992,197.45568,0.00000,-0.00004,2.46299
2.70000,0.13512,211.08806,0.00000,-0.00004,2.63303
2.80000,0.13997,226.88350,0.00000,-0.00004,2.83006
2.90000,0.14499,244.78142,0.00000,-0.00004,3.05331
3.00000,0.14995,263.18030,0.00000,-0.00004,3.28281
3.10000,0.15503,283.40071,0.00000,-0.00004,3.53503
3.20000,0.16000,305.30414,0.00000,-0.00004,3.80825
3.30000,0.16496,326.88733,0.00000,-0.00004,4.07747
3.40000,0.16998,352.02799,0.00000,-0.00004,4.39106
3.50000,0.17494,378.39604,0.00000,-0.00004,4.71997
3.60000,0.18003,407.51891,0.00000,-0.00004,5.08324
3.70000,0.18499,436.82582,0.00000,-0.00003,5.44880
3.80000,0.19007,469.07403,0.00000,-0.00003,5.85105
3.90000,0.19491,501.96084,0.00000,-0.00003,6.26127
4.00000,0.20012,539.27936,0.00000,-0.00003,6.72676
4.10000,0.20490,575.73016,0.00000,-0.00003,7.18144
4.20000,0.21010,616.80302,0.00000,-0.00003,7.69377
4.30000,0.21494,656.04472,0.00000,-0.00003,8.18325
4.40000,0.22009,698.80863,0.00000,-0.00002,8.71667
4.50000,0.22493,740.53472,0.00000,-0.00002,9.23715
4.60000,0.23013,784.36332,0.00000,-0.00002,9.78385
4.70000,0.23491,826.07334,0.00000,-0.00001,10.30412
4.80000,0.24000,869.28718,0.00000,-0.00001,10.84316
4.90000,0.24490,912.14050,0.00000,-0.00001,11.37769
5.00000,0.25004,956.58023,0.00000,-0.00001,11.93202
5.10000,0.25500,1003.47521,0.00000,0.00000,12.51697
5.20000,0.26002,1055.79095,0.00000,0.00000,13.16953
5.30000,0.26499,1110.07243,0.00000,0.00001,13.84662
5.40000,0.27001,1165.74029,0.00000,0.00001,14.54100
5.50000,0.27497,1226.14307,0.00000,0.00002,15.29444
5.60000,0.27999,1285.50259,0.00000,0.00003,16.03487
5.70000,0.28496,1349.79859,0.00000,0.00003,16.83687
5.80000,0.28998,1411.36311,0.00000,0.00004,17.60480
5.90000,0.29500,1478.54527,0.00000,0.00005,18.44281
6.00000,0.29996,1539.80684,0.00000,0.00006,19.20696
6.10000,0.30505,1605.56603,0.00000,0.00007,20.02722
6.20000,0.30995,1669.78892,0.00000,0.00008,20.82831
6.30000,0.31503,1737.59833,0.00000,0.00009,21.67414
6.40000,0.31987,1798.45672,0.00000,0.00010,22.43326
6.50000,0.32508,1866.65282,0.00000,0.00010,23.28391
6.60000,0.32986,1928.45594,0.00000,0.00011,24.05482
