Time,Extension,Load,Strain 2,Tensile strain,Tensile stress
(sec),(mm),(N),(mm/mm),(mm/mm),(MPa)
0.00000,0.00000,-0.32163,0.00000,0.00000,-0.00398
0.10000,0.00167,1.04247,0.00000,0.00000,0.01289
0.20000,0.00735,4.83762,0.00000,0.00001,0.05981
0.30000,0.01357,9.47068,0.00000,0.00001,0.11710
0.40000,0.01943,13.14867,0.00000,0.00002,0.16257
0.50000,0.02469,17.41302,0.00000,0.00002,0.21530
0.60000,0.03001,19.19551,0.00000,0.00002,0.23734
0.70000,0.03498,21.55093,0.00000,0.00002,0.26646
0.80000,0.04012,24.50783,0.00000,0.00002,0.30302
0.90000,0.04496,25.78645,0.00000,0.00002,0.31883
1.00000,0.05004,27.48478,0.00000,0.00002,0.33983
1.10000,0.05501,28.00096,0.00000,0.00002,0.34621
1.20000,0.06009,30.13099,0.00000,0.00003,0.37254
1.30000,0.06499,31.25823,0.00000,0.00002,0.38648
1.40000,0.07001,32.62193,0.00000,0.00002,0.40334
1.50000,0.07498,34.02196,0.00000,0.00002,0.42065
1.60000,0.08006,34.68070,0.00000,0.00002,0.42880
1.70000,0.08508,35.74253,0.00000,0.00002,0.44192
1.80000,0.08998,36.01990,0.00000,0.00002,0.44535
1.90000,0.09501,36.90916,0.00000,0.00002,0.45635
2.00000,0.09997,37.95442,0.00000,0.00002,0.46927
2.10000,0.10511,38.53097,0.00000,0.00002,0.47640
2.20000,0.10995,40.15924,0.00000,0.00002,0.49653
2.30000,0.11509,42.74414,0.00000,0.00002,0.52849
2.40000,0.11988,45.21729,0.00000,0.00003,0.55907
2.50000,0.12508,48.66266,0.00000,0.00002,0.60167
2.60000,0.12992,51.81300,0.00000,0.00003,0.64062
2.70000,0.13512,54.95528,0.00000,0.00003,0.67947
2.80000,0.13991,57.85548,0.00000,0.00003,0.71533
2.90000,0.14505,60.60928,0.00000,0.00003,0.74938
3.00000,0.14995,63.21160,0.00000,0.00003,0.78156
3.10000,0.15509,65.44999,0.00000,0.00004,0.80923
3.20000,0.16000,69.39173,0.00000,0.00004,0.85797
3.30000,0.16502,73.90109,0.00000,0.00004,0.91372
3.40000,0.16992,78.23395,0.00000,0.00004,0.96729
3.50000,0.17500,81.29495,0.00000,0.00005,1.00514
3.60000,0.17997,83.38385,0.00000,0.00004,1.03097
3.70000,0.18499,87.76047,0.00000,0.00005,1.08508
3.80000,0.19001,90.64893,0.00000,0.00004,1.12079
3.90000,0.19503,93.16204,0.00000,0.00005,1.15187
4.00000,0.20006,97.88808,0.00000,0.00005,1.21030
4.10000,0.20502,103.93524,0.00000,0.00005,1.28507
4.20000,0.21004,110.93641,0.00000,0.00005,1.37163
4.30000,0.21494,119.87187,0.00000,0.00006,1.48211
4.40000,0.22009,131.08933,0.00000,0.00007,1.62080
4.50000,0.22499,141.41331,0.00000,0.00008,1.74845
4.60000,0.23013,154.11549,0.00000,0.00009,1.90550
4.70000,0.23491,166.49966,0.00000,0.00009,2.05862
4.80000,0.24005,181.24023,0.00000,0.00010,2.24088
4.90000,0.24496,195.65152,0.00000,0.00012,2.41906
5.00000,0.25016,214.21700,0.00000,0.00013,2.64860
5.10000,0.25494,231.95285,0.00000,0.00014,2.86789
5.20000,0.26008,252.03002,0.00000,0.00015,3.11613
5.30000,0.26499,271.14849,0.00000,0.00017,3.35251
5.40000,0.27007,291.67535,0.00000,0.00017,3.60631
5.50000,0.27497,309.79246,0.00000,0.00019,3.83031
5.60000,0.28005,329.72372,0.00000,0.00020,4.07674
5.70000,0.28490,350.67601,0.00000,0.00021,4.33580
5.80000,0.29004,373.07406,0.00000,0.00022,4.61273
