Time,Extension,Load,Strain 2,Tensile strain,Tensile stress
(sec),(mm),(N),(mm/mm),(mm/mm),(MPa)
0.00000,0.00000,0.21798,0.00000,0.00000,0.00270
0.10000,0.00173,3.09115,0.00000,0.00000,0.03826
0.20000,0.00753,8.68395,0.00000,0.00000,0.10747
0.30000,0.01369,10.57065,0.00000,0.00000,0.13082
0.40000,0.01949,11.57106,0.00000,0.00000,0.14320
0.50000,0.02469,12.50752,0.00000,0.00000,0.15479
0.60000,0.03001,13.95493,0.00000,0.00000,0.17270
0.70000,0.03498,15.28217,0.00000,0.00000,0.18913
0.80000,0.04012,15.82942,0.00000,0.00000,0.19590
0.90000,0.04490,16.33051,0.00000,0.00000,0.20210
1.00000,0.05004,17.90833,0.00000,0.00000,0.22163
1.10000,0.05495,19.09551,0.00000,0.00000,0.23632
1.20000,0.06009,19.95321,0.00000,0.00000,0.24694
1.30000,0.06493,20.28902,0.00000,0.00000,0.25109
1.40000,0.07001,21.31563,0.00000,0.00000,0.26380
1.50000,0.07498,22.83372,0.00000,0.00000,0.28259
1.60000,0.08012,26.50136,0.00000,0.00000,0.32798
1.70000,0.08502,32.83269,0.00000,0.00000,0.40633
1.80000,0.09004,36.14341,0.00000,0.00000,0.44730
1.90000,0.09501,39.98219,0.00000,-0.00001,0.49481
2.00000,0.10003,43.66144,0.00000,0.00000,0.54035
2.10000,0.10505,50.84225,0.00000,0.00000,0.62921
2.20000,0.11001,57.49815,0.00000,0.00000,0.71159
2.30000,0.11503,62.41597,0.00000,-0.00001,0.77245
2.40000,0.11988,66.20465,0.00000,-0.00001,0.81934
2.50000,0.12508,71.12057,0.00000,-0.00001,0.88018
2.60000,0.12998,74.40925,0.00000,-0.00002,0.92088
2.70000,0.13506,79.24401,0.00000,-0.00002,0.98071
2.80000,0.13991,86.28077,0.00000,-0.00003,1.06780
2.90000,0.14505,96.22494,0.00000,-0.00003,1.19086
3.00000,0.14995,111.66559,0.00000,-0.00005,1.38195
3.10000,0.15515,129.80124,0.00000,-0.00006,1.60640
