Time,Extension,Load,Strain 2,Tensile strain,Tensile stress
(sec),(mm),(N),(mm/mm),(mm/mm),(MPa)
0.00000,0.00006,-0.52797,0.00000,0.00000,-0.00635
0.10000,0.00167,1.61507,0.00000,0.00000,0.01941
0.20000,0.00741,3.82622,0.00000,0.00000,0.04599
0.30000,0.01363,4.81809,0.00000,0.00000,0.05791
0.40000,0.01943,6.25334,0.00000,0.00001,0.07516
0.50000,0.02469,7.50881,0.00000,0.00001,0.09025
0.60000,0.03001,8.25600,0.00000,0.00001,0.09923
0.70000,0.03498,9.23155,0.00000,0.00000,0.11096
0.80000,0.04006,9.69102,0.00000,0.00001,0.11648
0.90000,0.04496,10.48978,0.00000,0.00001,0.12608
1.00000,0.05004,10.71136,0.00000,0.00001,0.12874
1.10000,0.05495,11.12216,0.00000,0.00001,0.13368
1.20000,0.06009,10.73648,0.00000,0.00001,0.12904
1.30000,0.06499,11.46332,0.00000,0.00001,0.13778
1.40000,0.07001,12.58041,0.00000,0.00001,0.15121
1.50000,0.07498,13.06657,0.00000,0.00001,0.15705
1.60000,0.08006,13.39432,0.00000,0.00001,0.16099
1.70000,0.08508,14.34508,0.00000,0.00001,0.17242
1.80000,0.09004,15.05601,0.00000,0.00001,0.18096
1.90000,0.09507,14.93084,0.00000,0.00001,0.17946
2.00000,0.09997,15.79759,0.00000,0.00001,0.18987
2.10000,0.10511,16.16939,0.00000,0.00001,0.19434
2.20000,0.10995,16.77084,0.00000,0.00001,0.20157
2.30000,0.11509,17.17135,0.00000,0.00001,0.20639
2.40000,0.11988,17.66872,0.00000,0.00001,0.21236
2.50000,0.12508,18.98299,0.00000,0.00001,0.22816
2.60000,0.12992,19.93960,0.00000,0.00001,0.23966
2.70000,0.13512,21.22043,0.00000,0.00001,0.25505
2.80000,0.13991,21.30007,0.00000,0.00001,0.25601
2.90000,0.14505,22.17162,0.00000,0.00001,0.26649
3.00000,0.14995,23.73558,0.00000,0.00001,0.28528
3.10000,0.15509,23.66603,0.00000,0.00001,0.28445
3.20000,0.15994,24.45123,0.00000,0.00001,0.29388
3.30000,0.16502,26.29686,0.00000,0.00001,0.31607
3.40000,0.16992,26.77288,0.00000,0.00001,0.32179
3.50000,0.17500,28.82065,0.00000,0.00001,0.34640
3.60000,0.17997,29.72857,0.00000,0.00001,0.35731
3.70000,0.18499,33.59908,0.00000,0.00001,0.40384
3.80000,0.19001,36.38591,0.00000,0.00001,0.43733
3.90000,0.19497,39.92911,0.00000,0.00001,0.47992
4.00000,0.20006,41.95397,0.00000,0.00001,0.50425
