Time,Extension,Load,Strain 2,Tensile strain,Tensile stress
(sec),(mm),(N),(mm/mm),(mm/mm),(MPa)
0.00000,0.00000,-0.20478,0.00000,0.00000,-0.00252
0.10000,0.00149,3.16502,0.00000,0.00000,0.03891
0.20000,0.00700,14.06971,0.00000,0.00000,0.17297
0.30000,0.01345,19.90231,0.00000,0.00000,0.24468
0.40000,0.01937,25.36886,0.00000,0.00000,0.31188
0.50000,0.02469,37.14855,0.00000,0.00000,0.45670
0.60000,0.02989,49.97978,0.00000,0.00000,0.61444
0.70000,0.03498,60.71458,0.00000,0.00000,0.74642
0.80000,0.04006,67.90478,0.00000,0.00000,0.83481
0.90000,0.04508,75.56131,0.00000,-0.00001,0.92894
1.00000,0.04998,82.11200,0.00000,-0.00001,1.00947
1.10000,0.05501,90.76960,0.00000,-0.00001,1.11591
1.20000,0.05997,98.72147,0.00000,-0.00001,1.21367
1.30000,0.06505,107.01453,0.00000,-0.00001,1.31562
1.40000,0.06995,115.52264,0.00000,-0.00001,1.42022
1.50000,0.07504,123.99118,0.00000,-0.00001,1.52433
1.60000,0.07994,132.11035,0.00000,-0.00001,1.62415
1.70000,0.08514,143.33293,0.00000,-0.00002,1.76212
1.80000,0.08998,153.98201,0.00000,-0.00002,1.89303
1.90000,0.09513,165.06010,0.00000,-0.00002,2.02923
2.00000,0.09997,174.72941,0.00000,-0.00001,2.14810
2.10000,0.10511,186.88687,0.00000,-0.00002,2.29756
2.20000,0.10995,197.42965,0.00000,-0.00001,2.42717
2.30000,0.11509,208.86122,0.00000,-0.00002,2.56771
2.40000,0.11994,218.38730,0.00000,-0.00002,2.68482
2.50000,0.12502,228.25697,0.00000,-0.00002,2.80616
2.60000,0.12998,238.33953,0.00000,-0.00002,2.93011
2.70000,0.13506,249.22823,0.00000,-0.00002,3.06398
2.80000,0.13997,260.57481,0.00000,-0.00002,3.20347
2.90000,0.14499,273.16690,0.00000,-0.00003,3.35828
3.00000,0.14995,287.34114,0.00000,-0.00003,3.53253
3.10000,0.15497,300.82620,0.00000,-0.00003,3.69832
3.20000,0.16006,316.74001,0.00000,-0.00003,3.89396
3.30000,0.16496,332.44495,0.00000,-0.00003,4.08703
3.40000,0.16998,350.26709,0.00000,-0.00003,4.30614
3.50000,0.17494,367.05388,0.00000,-0.00003,4.51251
3.60000,0.18009,386.59961,0.00000,-0.00003,4.75280
3.70000,0.18499,406.09962,0.00000,-0.00003,4.99253
3.80000,0.19007,429.25808,0.00000,-0.00003,5.27724
3.90000,0.19491,451.58616,0.00000,-0.00003,5.55174
4.00000,0.20012,477.16121,0.00000,-0.00003,5.86615
4.10000,0.20496,500.41904,0.00000,-0.00003,6.15208
4.20000,0.21010,528.35988,0.00000,-0.00003,6.49558
4.30000,0.21494,555.76204,0.00000,-0.00002,6.83246
4.40000,0.22009,586.66966,0.00000,-0.00003,7.21244
4.50000,0.22499,617.03278,0.00000,-0.00002,7.58572
4.60000,0.23007,648.57076,0.00000,-0.00002,7.97344
4.70000,0.23497,680.81822,0.00000,-0.00002,8.36989
4.80000,0.24000,717.12723,0.00000,-0.00002,8.81626
4.90000,0.24490,756.82933,0.00000,-0.00002,9.30436
5.00000,0.25004,796.56430,0.00000,-0.00002,9.79285
5.10000,0.25500,838.12280,0.00000,-0.00001,10.30377
5.20000,0.26002,879.56451,0.00000,-0.00001,10.81325
5.30000,0.26499,925.57082,0.00000,-0.00001,11.37884
5.40000,0.27001,971.59231,0.00000,0.00000,11.94462
5.50000,0.27503,1019.83268,0.00000,0.00001,12.53768
5.60000,0.27999,1065.01235,0.00000,0.00001,13.09312
5.70000,0.28502,1114.61245,0.00000,0.00002,13.70289
5.80000,0.28992,1163.06227,0.00000,0.00002,14.29853
5.90000,0.29506,1218.97124,0.00000,0.00003,14.98586
6.00000,0.29996,1271.84885,0.00000,0.00003,15.63594
6.10000,0.30511,1332.51334,0.00000,0.00004,16.38174
6.20000,0.30995,1389.32122,0.00000,0.00005,17.08012
6.30000,0.31503,1450.12056,0.00000,0.00006,17.82758
6.40000,0.31987,1507.00826,0.00000,0.00007,18.52695
6.50000,0.32514,1572.57728,0.00000,0.00008,19.33305
6.60000,0.32992,1634.35731,0.00000,0.00009,20.09256
6.70000,0.33500,1701.24955,0.00000,0.00010,20.91493
6.80000,0.33984,1765.60786,0.00000,0.00010,21.70614
6.90000,0.34499,1834.98170,0.00000,0.00012,22.55901
7.00000,0.34995,1903.72020,0.00000,0.00013,23.40407
7.10000,0.35503,1972.51607,0.00000,0.00014,24.24984
7.20000,0.35993,2043.95354,0.00000,0.00015,25.12808
7.30000,0.36496,2111.61748,0.00000,0.00016,25.95994
7.40000,0.36992,2182.13201,0.00000,0.00018,26.82683
7.50000,0.37500,2249.47780,0.00000,0.00019,27.65477
7.60000,0.37996,2316.47901,0.00000,0.00020,28.47847
7.70000,0.38492,2380.93585,0.00000,0.00021,29.27090
7.80000,0.38995,2450.34993,0.00000,0.00022,30.12427
7.90000,0.39491,2513.91344,0.00000,0.00023,30.90571
8.00000,0.39999,2584.78690,0.00000,0.00024,31.77702
8.10000,0.40489,2652.90160,0.00000,0.00025,32.61441
8.20000,0.40998,2725.21209,0.00000,0.00026,33.50338
8.30000,0.41488,2793.64269,0.00000,0.00028,34.34466
8.40000,0.42008,2867.84954,0.00000,0.00029,35.25695
8.50000,0.42492,2935.27748,0.00000,0.00030,36.08590
8.60000,0.43007,3010.66414,0.00000,0.00031,37.01269
8.70000,0.43491,3080.31999,0.00000,0.00033,37.86903
8.80000,0.43999,3152.81004,0.00000,0.00034,38.76021
8.90000,0.44483,3221.76218,0.00000,0.00035,39.60790
9.00000,0.45004,3295.84926,0.00000,0.00036,40.51872
9.10000,0.45488,3366.23527,0.00000,0.00038,41.38403
9.20000,0.45996,3438.73687,0.00000,0.00039,42.27536
9.30000,0.46492,3507.83616,0.00000,0.00040,43.12486
9.40000,0.47006,3580.17758,0.00000,0.00042,44.01421
9.50000,0.47497,3651.85030,0.00000,0.00042,44.89535
9.60000,0.47999,3724.11795,0.00000,0.00044,45.78379
9.70000,0.48489,3794.26442,0.00000,0.00045,46.64617
9.80000,0.48997,3866.83010,0.00000,0.00046,47.53828
9.90000,0.49494,3938.37765,0.00000,0.00048,48.41787
10.00000,0.49996,4008.25329,0.00000,0.00048,49.27692
10.10000,0.50492,4083.27729,0.00000,0.00050,50.19925
10.20000,0.50994,4151.85578,0.00000,0.00051,51.04234
10.30000,0.51503,4226.49793,0.00000,0.00053,51.95999
10.40000,0.51999,4296.83924,0.00000,0.00054,52.82475
10.50000,0.52501,4371.54099,0.00000,0.00055,53.74312
10.60000,0.52991,4440.89547,0.00000,0.00057,54.59576
10.70000,0.53500,4515.23177,0.00000,0.00058,55.50964
10.80000,0.53990,4581.95433,0.00000,0.00059,56.32992
10.90000,0.54504,4657.73791,0.00000,0.00061,57.26159
11.00000,0.54982,4726.22402,0.00000,0.00061,58.10355
11.10000,0.55503,4799.26616,0.00000,0.00063,59.00152
11.20000,0.55987,4866.06658,0.00000,0.00064,59.82275
11.30000,0.56507,4941.48545,0.00000,0.00066,60.74994
11.40000,0.56991,5008.29592,0.00000,0.00067,61.57130
11.50000,0.57506,5081.72438,0.00000,0.00068,62.47402
11.60000,0.57990,5148.28376,0.00000,0.00070,63.29229
11.70000,0.58504,5218.68505,0.00000,0.00071,64.15780
11.80000,0.58988,5287.01656,0.00000,0.00072,64.99786
11.90000,0.59497,5356.64633,0.00000,0.00074,65.85387
12.00000,0.59987,5424.81802,0.00000,0.00075,66.69197
12.10000,0.60489,5492.33295,0.00000,0.00076,67.52199
12.20000,0.60991,5564.52870,0.00000,0.00077,68.40955
12.30000,0.61493,5628.53254,0.00000,0.00079,69.19641
12.40000,0.61996,5698.38360,0.00000,0.00080,70.05515
12.50000,0.62492,5763.11238,0.00000,0.00081,70.85091
12.60000,0.63000,5834.60107,0.00000,0.00083,71.72978
12.70000,0.63496,5897.67508,0.00000,0.00083,72.50521
12.80000,0.64005,5968.14714,0.00000,0.00085,73.37158
12.90000,0.64489,6026.80743,0.00000,0.00086,74.09274
13.00000,0.65003,6096.04269,0.00000,0.00087,74.94391
13.10000,0.65493,6159.09435,0.00000,0.00089,75.71906
13.20000,0.66002,6223.38131,0.00000,0.00090,76.50940
13.30000,0.66492,6283.83607,0.00000,0.00091,77.25262
13.40000,0.67006,6351.46573,0.00000,0.00092,78.08405
13.50000,0.67484,6410.80961,0.00000,0.00093,78.81361
13.60000,0.68005,6475.35771,0.00000,0.00095,79.60716
13.70000,0.68495,6535.79012,0.00000,0.00096,80.35011
13.80000,0.69009,6599.01202,0.00000,0.00097,81.12735
13.90000,0.69493,6658.49820,0.00000,0.00098,81.85866
14.00000,0.70002,6717.85101,0.00000,0.00099,82.58834
14.10000,0.70498,6776.41705,0.00000,0.00100,83.30834
14.20000,0.71006,6834.36096,0.00000,0.00102,84.02069
14.30000,0.71490,6888.16234,0.00000,0.00103,84.68212
14.40000,0.72004,6945.13097,0.00000,0.00104,85.38249
14.50000,0.72489,6992.77371,0.00000,0.00105,85.96820
14.60000,0.73003,7039.21318,0.00000,0.00105,86.53912
14.70000,0.73499,7081.34398,0.00000,0.00106,87.05707
14.80000,0.74001,7124.64899,0.00000,0.00107,87.58946
14.90000,0.74498,7170.67420,0.00000,0.00108,88.15528
15.00000,0.75000,7211.65687,0.00000,0.00109,88.65912
15.10000,0.75502,7256.91915,0.00000,0.00110,89.21557
15.20000,0.75998,7296.97868,0.00000,0.00110,89.70805
15.30000,0.76501,7346.31419,0.00000,0.00112,90.31458
15.40000,0.76991,7388.09928,0.00000,0.00112,90.82828
15.50000,0.77505,7435.24283,0.00000,0.00113,91.40785
15.60000,0.77989,7477.03537,0.00000,0.00114,91.92165
15.70000,0.78504,7524.56114,0.00000,0.00115,92.50592
15.80000,0.78988,7567.74992,0.00000,0.00116,93.03688
15.90000,0.79508,7615.24662,0.00000,0.00117,93.62080
16.00000,0.79992,7656.87972,0.00000,0.00118,94.13263
16.10000,0.80507,7703.17763,0.00000,0.00119,94.70181
16.20000,0.80985,7746.03710,0.00000,0.00120,95.22872
16.30000,0.81505,7796.38439,0.00000,0.00120,95.84768
16.40000,0.81989,7838.48539,0.00000,0.00121,96.36526
16.50000,0.82504,7883.95852,0.00000,0.00122,96.92430
16.60000,0.82988,7926.86865,0.00000,0.00123,97.45183
16.70000,0.83496,7974.01145,0.00000,0.00124,98.03140
16.80000,0.83986,8019.77888,0.00000,0.00125,98.59406
16.90000,0.84500,8065.55226,0.00000,0.00126,99.15679
17.00000,0.84997,8111.26009,0.00000,0.00127,99.71872
17.10000,0.85505,8154.73720,0.00000,0.00128,100.25322
17.20000,0.86001,8202.13035,0.00000,0.00129,100.83586
17.30000,0.86497,8245.50912,0.00000,0.00130,101.36916
17.40000,0.87006,8294.43559,0.00000,0.00131,101.97065
17.50000,0.87502,8337.97157,0.00000,0.00131,102.50588
17.60000,0.88004,8386.81981,0.00000,0.00133,103.10641
17.70000,0.88494,8429.00425,0.00000,0.00134,103.62502
17.80000,0.89003,8477.02771,0.00000,0.00135,104.21541
17.90000,0.89493,8518.80983,0.00000,0.00136,104.72908
18.00000,0.90013,8568.37183,0.00000,0.00137,105.33839
18.10000,0.90491,8613.51043,0.00000,0.00137,105.89331
18.20000,0.91012,8662.58815,0.00000,0.00138,106.49667
18.30000,0.91496,8703.01723,0.00000,0.00139,106.99370
18.40000,0.92010,8750.80824,0.00000,0.00140,107.58123
18.50000,0.92494,8794.50515,0.00000,0.00140,108.11844
18.60000,0.93003,8843.76168,0.00000,0.00142,108.72399
18.70000,0.93493,8889.82266,0.00000,0.00143,109.29026
18.80000,0.94001,8936.35303,0.00000,0.00144,109.86230
18.90000,0.94491,8982.06607,0.00000,0.00145,110.42429
19.00000,0.95000,9028.70595,0.00000,0.00146,110.99767
19.10000,0.95484,9075.43525,0.00000,0.00147,111.57215
19.20000,0.95998,9122.42383,0.00000,0.00148,112.14983
19.30000,0.96494,9170.41078,0.00000,0.00149,112.73977
19.40000,0.97002,9216.77575,0.00000,0.00150,113.30978
19.50000,0.97493,9263.94686,0.00000,0.00151,113.88969
19.60000,0.98001,9309.77240,0.00000,0.00152,114.45306
19.70000,0.98497,9357.60662,0.00000,0.00152,115.04113
19.80000,0.98999,9400.85053,0.00000,0.00154,115.57277
19.90000,0.99502,9453.23929,0.00000,0.00155,116.21683
20.00000,0.99992,9495.37158,0.00000,0.00155,116.73479
20.10000,1.00506,9546.63604,0.00000,0.00157,117.36503
20.20000,1.00990,9588.46807,0.00000,0.00158,117.87931
20.30000,1.01505,9639.26315,0.00000,0.00159,118.50378
20.40000,1.01995,9683.09119,0.00000,0.00159,119.04259
20.50000,1.02503,9733.15164,0.00000,0.00160,119.65803
20.60000,1.02981,9778.71343,0.00000,0.00162,120.21816
20.70000,1.03502,9828.54068,0.00000,0.00162,120.83073
20.80000,1.03986,9874.00562,0.00000,0.00164,121.38967
20.90000,1.04506,9922.56403,0.00000,0.00164,121.98664
21.00000,1.04990,9968.00959,0.00000,0.00166,122.54534
21.10000,1.05499,10017.31977,0.00000,0.00167,123.15155
21.20000,1.05989,10064.77326,0.00000,0.00167,123.73494
21.30000,1.06503,10112.65516,0.00000,0.00168,124.32359
21.40000,1.06993,10158.95829,0.00000,0.00170,124.89284
21.50000,1.07502,10207.28052,0.00000,0.00171,125.48690
21.60000,1.07992,10253.83770,0.00000,0.00171,126.05927
21.70000,1.08500,10300.77636,0.00000,0.00173,126.63633
21.80000,1.09002,10348.76928,0.00000,0.00174,127.22635
21.90000,1.09498,10393.74769,0.00000,0.00175,127.77931
22.00000,1.10001,10444.21345,0.00000,0.00175,128.39973
22.10000,1.10497,10490.25133,0.00000,0.00177,128.96571
22.20000,1.10999,10537.80913,0.00000,0.00178,129.55038
22.30000,1.11501,10582.91644,0.00000,0.00178,130.10492
22.40000,1.12004,10633.28534,0.00000,0.00180,130.72415
22.50000,1.12494,10680.19643,0.00000,0.00181,131.30087
22.60000,1.13008,10730.45284,0.00000,0.00182,131.91871
22.70000,1.13498,10774.87618,0.00000,0.00183,132.46485
22.80000,1.14007,10824.26980,0.00000,0.00184,133.07209
22.90000,1.14491,10870.05213,0.00000,0.00185,133.63493
23.00000,1.15005,10922.32019,0.00000,0.00186,134.27750
23.10000,1.15489,10967.22037,0.00000,0.00186,134.82950
23.20000,1.16010,11016.57674,0.00000,0.00188,135.43628
23.30000,1.16494,11062.67422,0.00000,0.00189,136.00300
23.40000,1.17008,11114.56454,0.00000,0.00190,136.64093
23.50000,1.17492,11161.04648,0.00000,0.00191,137.21237
23.60000,1.18007,11208.97532,0.00000,0.00192,137.80160
23.70000,1.18497,11254.51177,0.00000,0.00193,138.36142
23.80000,1.19005,11304.36957,0.00000,0.00195,138.97437
23.90000,1.19489,11353.25283,0.00000,0.00195,139.57533
24.00000,1.20003,11401.88798,0.00000,0.00197,140.17324
24.10000,1.20494,11450.33240,0.00000,0.00198,140.76881
24.20000,1.21002,11499.12551,0.00000,0.00199,141.36867
24.30000,1.21492,11547.52299,0.00000,0.00200,141.96366
24.40000,1.21994,11594.20460,0.00000,0.00201,142.53756
24.50000,1.22497,11645.52346,0.00000,0.00202,143.16847
24.60000,1.22999,11693.14235,0.00000,0.00203,143.75389
24.70000,1.23501,11744.93507,0.00000,0.00205,144.39062
