Time,Extension,Load,Strain 2,Tensile strain,Tensile stress
(sec),(mm),(N),(mm/mm),(mm/mm),(MPa)
0.00000,0.00006,-0.40953,0.00000,0.00000,-0.00471
0.10000,0.00179,2.97014,0.00000,0.00000,0.03414
0.20000,0.00765,6.68929,0.00000,0.00000,0.07689
0.30000,0.01369,7.84613,0.00000,0.00000,0.09018
0.40000,0.01949,9.80147,0.00000,0.00000,0.11266
0.50000,0.02475,10.76005,0.00000,0.00000,0.12368
0.60000,0.03001,11.65381,0.00000,0.00000,0.13395
0.70000,0.03498,12.87556,0.00000,0.00000,0.14799
0.80000,0.04006,14.56745,0.00000,0.00001,0.16744
0.90000,0.04496,16.14099,0.00000,0.00001,0.18553
1.00000,0.05010,16.39681,0.00000,0.00000,0.18847
1.10000,0.05495,17.73646,0.00000,0.00001,0.20386
1.20000,0.06009,19.41496,0.00000,0.00000,0.22316
1.30000,0.06493,20.87928,0.00000,0.00000,0.23999
1.40000,0.07001,22.64019,0.00000,0.00000,0.26023
1.50000,0.07498,26.00698,0.00000,0.00000,0.29893
1.60000,0.08012,28.04769,0.00000,0.00000,0.32238
1.70000,0.08496,28.68610,0.00000,-0.00001,0.32972
1.80000,0.09004,29.54160,0.00000,0.00000,0.33955
1.90000,0.09495,30.42083,0.00000,-0.00001,0.34966
2.00000,0.10003,31.52477,0.00000,-0.00001,0.36235
2.10000,0.10505,33.21805,0.00000,-0.00001,0.38181
2.20000,0.11001,34.64114,0.00000,-0.00001,0.39817
2.30000,0.11498,37.08243,0.00000,-0.00001,0.42623
2.40000,0.11994,37.75360,0.00000,-0.00002,0.43394
2.50000,0.12502,39.91780,0.00000,-0.00002,0.45882
2.60000,0.12998,41.09290,0.00000,-0.00002,0.47233
2.70000,0.13506,42.30778,0.00000,-0.00002,0.48629
2.80000,0.13991,44.20379,0.00000,-0.00002,0.50808
2.90000,0.14505,46.32194,0.00000,-0.00002,0.53243
3.00000,0.14995,49.20940,0.00000,-0.00003,0.56562
