Time,Extension,Load,Strain 2,Tensile strain,Tensile stress
(sec),(mm),(N),(mm/mm),(mm/mm),(MPa)
0.00000,0.00000,-0.38735,0.00000,0.00000,-0.00479
0.10000,0.00161,4.25470,0.00000,0.00000,0.05257
0.20000,0.00729,25.75089,0.00000,0.00000,0.31820
0.30000,0.01357,37.56697,0.00000,0.00000,0.46420
0.40000,0.01937,49.66927,0.00000,0.00000,0.61375
0.50000,0.02469,60.47395,0.00000,0.00000,0.74726
0.60000,0.02989,68.40537,0.00000,-0.00001,0.84526
0.70000,0.03498,76.63196,0.00000,-0.00001,0.94692
0.80000,0.04006,86.06372,0.00000,-0.00001,1.06346
0.90000,0.04502,94.92667,0.00000,-0.00001,1.17298
1.00000,0.05004,103.88371,0.00000,-0.00001,1.28366
1.10000,0.05495,113.25023,0.00000,-0.00002,1.39939
1.20000,0.06003,125.41389,0.00000,-0.00002,1.54970
1.30000,0.06505,136.92816,0.00000,-0.00002,1.69198
1.40000,0.06995,149.76352,0.00000,-0.00002,1.85058
1.50000,0.07504,161.45584,0.00000,-0.00002,1.99506
1.60000,0.07994,172.38560,0.00000,-0.00001,2.13011
1.70000,0.08514,183.50882,0.00000,-0.00001,2.26756
1.80000,0.08998,193.22577,0.00000,-0.00002,2.38763
1.90000,0.09513,205.11765,0.00000,-0.00002,2.53457
2.00000,0.09991,215.99540,0.00000,-0.00002,2.66898
2.10000,0.10511,227.45496,0.00000,-0.00002,2.81058
2.20000,0.10995,238.36652,0.00000,-0.00002,2.94541
2.30000,0.11509,253.09441,0.00000,-0.00002,3.12740
2.40000,0.11988,265.80337,0.00000,-0.00002,3.28444
2.50000,0.12508,281.25709,0.00000,-0.00002,3.47540
2.60000,0.12992,295.78409,0.00000,-0.00003,3.65490
2.70000,0.13512,311.58098,0.00000,-0.00003,3.85010
2.80000,0.13997,326.80188,0.00000,-0.00003,4.03818
2.90000,0.14505,343.59759,0.00000,-0.00003,4.24572
3.00000,0.14995,360.45485,0.00000,-0.00003,4.45402
3.10000,0.15497,378.24339,0.00000,-0.00003,4.67383
3.20000,0.16000,396.86230,0.00000,-0.00003,4.90389
3.30000,0.16496,416.08089,0.00000,-0.00003,5.14137
3.40000,0.16992,437.08375,0.00000,-0.00003,5.40090
3.50000,0.17494,458.72023,0.00000,-0.00003,5.66825
3.60000,0.18003,482.32693,0.00000,-0.00003,5.95995
3.70000,0.18499,504.75323,0.00000,-0.00002,6.23707
3.80000,0.19007,530.16013,0.00000,-0.00003,6.55101
3.90000,0.19491,555.07510,0.00000,-0.00002,6.85888
4.00000,0.20006,583.81422,0.00000,-0.00002,7.21400
4.10000,0.20490,609.00669,0.00000,-0.00002,7.52529
4.20000,0.21010,640.54360,0.00000,-0.00002,7.91498
4.30000,0.21494,670.16715,0.00000,-0.00002,8.28103
4.40000,0.22009,704.94344,0.00000,-0.00002,8.71075
4.50000,0.22493,740.01076,0.00000,-0.00002,9.14406
4.60000,0.23013,777.93598,0.00000,-0.00001,9.61269
4.70000,0.23491,815.14176,0.00000,-0.00001,10.07243
4.80000,0.24000,856.52983,0.00000,0.00000,10.58385
4.90000,0.24490,898.30859,0.00000,0.00000,11.10010
5.00000,0.25004,943.95764,0.00000,0.00000,11.66417
5.10000,0.25500,989.64833,0.00000,0.00001,12.22875
5.20000,0.26002,1036.55588,0.00000,0.00001,12.80837
5.30000,0.26493,1082.54431,0.00000,0.00002,13.37663
5.40000,0.27001,1129.21661,0.00000,0.00002,13.95335
5.50000,0.27497,1178.06317,0.00000,0.00003,14.55693
5.60000,0.28005,1225.49981,0.00000,0.00003,15.14309
5.70000,0.28496,1275.32165,0.00000,0.00003,15.75872
5.80000,0.28998,1323.15122,0.00000,0.00004,16.34973
5.90000,0.29500,1376.66566,0.00000,0.00004,17.01099
6.00000,0.30002,1427.24421,0.00000,0.00005,17.63598
6.10000,0.30505,1485.55562,0.00000,0.00006,18.35651
6.20000,0.30995,1543.39764,0.00000,0.00007,19.07124
6.30000,0.31503,1607.90384,0.00000,0.00008,19.86833
6.40000,0.31993,1665.90102,0.00000,0.00008,20.58498
6.50000,0.32508,1732.49897,0.00000,0.00010,21.40791
6.60000,0.32986,1795.09204,0.00000,0.00010,22.18135
6.70000,0.33506,1865.33909,0.00000,0.00011,23.04937
6.80000,0.33984,1930.67491,0.00000,0.00013,23.85670
6.90000,0.34505,2002.11685,0.00000,0.00013,24.73948
7.00000,0.34995,2065.10872,0.00000,0.00015,25.51785
7.10000,0.35503,2128.45914,0.00000,0.00016,26.30065
7.20000,0.35987,2195.40335,0.00000,0.00017,27.12786
7.30000,0.36496,2264.65371,0.00000,0.00018,27.98356
7.40000,0.36992,2332.71811,0.00000,0.00019,28.82461
7.50000,0.37506,2402.68968,0.00000,0.00020,29.68923
7.60000,0.37990,2471.11563,0.00000,0.00021,30.53474
7.70000,0.38492,2536.39631,0.00000,0.00023,31.34139
7.80000,0.38989,2605.18584,0.00000,0.00023,32.19140
7.90000,0.39497,2672.60484,0.00000,0.00024,33.02448
8.00000,0.39993,2743.52692,0.00000,0.00026,33.90084
8.10000,0.40495,2813.15222,0.00000,0.00027,34.76117
8.20000,0.40998,2884.85866,0.00000,0.00028,35.64723
8.30000,0.41494,2951.16529,0.00000,0.00029,36.46655
8.40000,0.42002,3024.85730,0.00000,0.00031,37.37714
8.50000,0.42492,3091.98927,0.00000,0.00032,38.20667
8.60000,0.43001,3166.53401,0.00000,0.00033,39.12779
8.70000,0.43491,3235.05700,0.00000,0.00034,39.97451
8.80000,0.43999,3308.19637,0.00000,0.00036,40.87827
8.90000,0.44489,3376.24885,0.00000,0.00036,41.71917
9.00000,0.45004,3452.26675,0.00000,0.00038,42.65850
9.10000,0.45488,3520.90597,0.00000,0.00039,43.50665
9.20000,0.46002,3593.19597,0.00000,0.00041,44.39991
9.30000,0.46486,3662.24125,0.00000,0.00042,45.25308
9.40000,0.47006,3735.32027,0.00000,0.00042,46.15609
9.50000,0.47491,3805.89776,0.00000,0.00045,47.02819
9.60000,0.47999,3877.98287,0.00000,0.00045,47.91893
9.70000,0.48489,3946.68989,0.00000,0.00047,48.76792
9.80000,0.48997,4019.15386,0.00000,0.00048,49.66333
9.90000,0.49494,4089.32716,0.00000,0.00049,50.53044
10.00000,0.49996,4160.44407,0.00000,0.00051,51.40920
10.10000,0.50486,4232.04936,0.00000,0.00052,52.29401
10.20000,0.51000,4301.85385,0.00000,0.00053,53.15656
10.30000,0.51497,4374.80584,0.00000,0.00055,54.05800
10.40000,0.52005,4445.07748,0.00000,0.00055,54.92632
10.50000,0.52495,4517.31309,0.00000,0.00057,55.81891
10.60000,0.52991,4585.16479,0.00000,0.00058,56.65733
10.70000,0.53494,4658.33992,0.00000,0.00060,57.56154
10.80000,0.53996,4725.31579,0.00000,0.00061,58.38913
10.90000,0.54504,4798.47193,0.00000,0.00062,59.29310
11.00000,0.54988,4865.46904,0.00000,0.00064,60.12096
11.10000,0.55497,4938.43257,0.00000,0.00065,61.02255
11.20000,0.55987,5003.87028,0.00000,0.00066,61.83114
11.30000,0.56507,5077.58334,0.00000,0.00067,62.74198
